Game,Japan Sales,GameID,Pos,PAL Sales,Other Sales,NA Sales,Metacritic Score,Total Sales,User Score
1080° Avalanche,,1080° Avalanche | GCN,566,,,,,,
National Geographic Challenge!,,National Geographic Challenge! | X360,1097,,,0.06,,0.07,
Naughty Bear,,Naughty Bear | X360,515,0.15,0.04,0.21,43.0,0.41,5.5
Naughty Bear Gold Edition,,Naughty Bear Gold Edition | X360,1560,,,,,,
Naval Assault: The Killing Tide,,Naval Assault: The Killing Tide | X360,835,0.07,0.02,0.08,40.0,0.17,4.5
NBA 2K10,,NBA 2K10 | X360,237,0.02,0.08,0.91,82.0,1.01,7.6
NBA 2K11,0.01,NBA 2K11 | X360,106,0.12,0.13,1.86,89.0,2.11,8.1
NBA 2K12,0.01,NBA 2K12 | X360,78,0.14,0.17,2.32,90.0,2.64,7.7
NBA 2K13,0.01,NBA 2K13 | X360,54,0.21,0.28,2.62,88.0,3.11,7.3
NBA 2K14,,NBA 2K14 | X360,82,0.19,0.27,2.11,87.0,2.57,4.9
NBA 2K15,,NBA 2K15 | X360,137,0.11,0.17,1.37,,1.66,3.0
NBA 2K16,,NBA 2K16 | X360,233,0.05,0.11,0.85,,1.01,3.3
NBA 2K17,,NBA 2K17 | X360,552,0.06,0.03,0.26,,0.35,3.1
NBA 2K18,,NBA 2K18 | X360,1014,,0.01,0.08,,0.1,1.1
NBA 2K6,,NBA 2K6 | X360,722,0.01,0.02,0.21,81.0,0.23,8.6
NBA 2K7,,NBA 2K7 | X360,380,,0.05,0.55,84.0,0.6,7.8
NBA 2K8,,NBA 2K8 | X360,287,,0.07,0.79,81.0,0.85,7.0
NBA 2K9,,NBA 2K9 | X360,188,0.16,0.11,1.0,84.0,1.27,7.2
NBA Ballers: Chosen One,,NBA Ballers: Chosen One | X360,778,,0.02,0.18,55.0,0.19,4.2
NBA Jam,,NBA Jam | X360,525,0.09,0.03,0.27,75.0,0.39,7.0
NBA Live 06,,NBA Live 06 | X360,626,,0.02,0.27,64.0,0.29,5.8
NBA Live 07,,NBA Live 07 | X360,465,,0.04,0.43,59.0,0.47,4.9
NBA Live 08,,NBA Live 08 | X360,428,,0.04,0.47,73.0,0.52,5.3
NBA Live 09,,NBA Live 09 | X360,335,0.14,0.07,0.51,77.0,0.72,7.5
NBA Live 10,,NBA Live 10 | X360,487,0.02,0.03,0.4,80.0,0.45,7.7
NBA Street Homecourt,,NBA Street Homecourt | X360,444,0.01,0.04,0.45,80.0,0.5,7.9
NCAA Basketball 09,,NCAA Basketball 09 | X360,731,,0.02,0.2,70.0,0.22,5.6
NCAA Basketball 10,,NCAA Basketball 10 | X360,578,,0.03,0.3,75.0,0.32,
NCAA Football 07,,NCAA Football 07 | X360,333,,0.06,0.67,79.0,0.73,6.9
NCAA Football 08,,NCAA Football 08 | X360,343,,0.05,0.65,81.0,0.7,7.8
NCAA Football 09,,NCAA Football 09 | X360,341,,0.05,0.65,83.0,0.71,7.7
NCAA Football 10,,NCAA Football 10 | X360,255,,0.07,0.87,83.0,0.94,6.7
NCAA Football 11,,NCAA Football 11 | X360,260,,0.06,0.86,86.0,0.93,7.1
NCAA Football 12,,NCAA Football 12 | X360,244,,0.06,0.94,82.0,1.0,6.5
NCAA Football 13,,NCAA Football 13 | X360,209,,0.09,1.02,76.0,1.11,5.5
NCAA Football 14,,NCAA Football 14 | X360,201,,0.12,1.01,77.0,1.13,5.9
NCAA March Madness 07,,NCAA March Madness 07 | X360,758,,0.02,0.19,67.0,0.21,7.1
NCAA March Madness 08,,NCAA March Madness 08 | X360,741,,0.02,0.2,69.0,0.21,
NCIS,,NCIS | X360,893,0.02,0.01,0.1,35.0,0.14,3.8
Need for Speed Carbon,0.02,Need for Speed Carbon | X360,138,0.69,0.18,0.76,77.0,1.65,6.3
Need for Speed Rivals,0.01,Need for Speed Rivals | X360,298,0.35,0.07,0.38,,0.81,
Need for Speed: Hot Pursuit,,Need for Speed: Hot Pursuit | X360,100,0.96,0.21,1.03,88.0,2.2,7.1
Need for Speed: Most Wanted,0.02,Need for Speed: Most Wanted | X360,191,0.13,0.1,1.0,83.0,1.25,8.5
Need for Speed: Most Wanted (2012),0.01,Need for Speed: Most Wanted (2012) | X360,151,0.79,0.12,0.62,,1.54,
Need for Speed: ProStreet,0.01,Need for Speed: ProStreet | X360,113,0.79,0.21,1.04,,2.05,
Need for Speed: Shift,0.01,Need for Speed: Shift | X360,125,0.96,0.22,0.73,83.0,1.91,6.5
Need for Speed: Shift 2 Unleashed,,Need for Speed: Shift 2 Unleashed | X360,498,0.21,0.05,0.18,,0.44,
Need for Speed: The Run,,Need for Speed: The Run | X360,173,0.57,0.16,0.63,68.0,1.37,6.1
Need for Speed: Undercover,0.01,Need for Speed: Undercover | X360,135,0.7,0.18,0.8,,1.69,
NeverDead,,NeverDead | X360,1007,0.03,0.01,0.06,52.0,0.1,5.6
Newton Vs The Horde,,Newton Vs The Horde | X360,1564,,,,,,
NFL Head Coach 09,,NFL Head Coach 09 | X360,956,,0.01,0.11,67.0,0.11,8.1
NFL Tour,,NFL Tour | X360,998,,0.01,0.09,49.0,0.1,3.1
NHL 07,,NHL 07 | X360,658,,0.02,0.25,79.0,0.27,5.3
NHL 08,,NHL 08 | X360,686,0.01,0.02,0.22,85.0,0.25,8.2
NHL 09,,NHL 09 | X360,435,0.01,0.04,0.45,88.0,0.5,8.4
NHL 10,,NHL 10 | X360,357,0.1,0.06,0.51,88.0,0.66,8.4
NHL 11,,NHL 11 | X360,332,0.07,0.05,0.61,88.0,0.73,7.7
NHL 12,,NHL 12 | X360,345,0.1,0.05,0.55,86.0,0.7,7.0
NHL 13,,NHL 13 | X360,355,0.11,0.06,0.51,83.0,0.68,6.6
NHL 14,,NHL 14 | X360,414,0.09,0.05,0.4,81.0,0.54,5.9
NHL 15,,NHL 15 | X360,479,0.05,0.05,0.35,,0.45,2.8
NHL 16,,NHL 16 | X360,1283,0.01,,,,0.01,
NHL 2K10,,NHL 2K10 | X360,876,0.02,0.01,0.11,69.0,0.15,7.6
NHL 2K6,,NHL 2K6 | X360,1003,,0.01,0.09,75.0,0.1,6.1
NHL 2K7,,NHL 2K7 | X360,1052,,0.01,0.07,78.0,0.08,7.9
NHL 2K8,,NHL 2K8 | X360,903,0.01,0.01,0.11,71.0,0.13,7.4
NHL 2K9,,NHL 2K9 | X360,821,0.01,0.01,0.15,69.0,0.17,6.7
NHL Legacy,,NHL Legacy | X360,989,,0.01,0.09,,0.1,
Nickelodeon Dance,,Nickelodeon Dance | X360,962,0.02,0.01,0.08,,0.11,
Nickelodeon Dance 2,,Nickelodeon Dance 2 | X360,1565,,,,,,
Nicktoons MLB,,Nicktoons MLB | X360,872,,0.01,0.14,,0.15,7.6
NieR,0.04,NieR | X360,627,0.1,0.02,0.13,,0.29,
Night at the Museum: Battle of the Smithsonian,,Night at the Museum: Battle of the Smithsonian | X360,968,0.03,0.01,0.07,50.0,0.11,7.1
Nike+ Kinect Training,,Nike+ Kinect Training | X360,1154,0.01,,0.02,71.0,0.04,7.3
Ninja Blade,0.02,Ninja Blade | X360,568,0.14,0.03,0.14,68.0,0.33,6.8
Ninja Gaiden 3,0.03,Ninja Gaiden 3 | X360,698,0.05,0.02,0.16,58.0,0.25,4.4
Ninja Gaiden 3: Razor's Edge,,Ninja Gaiden 3: Razor's Edge | X360,1729,,,,70.0,,7.3
Ninja Gaiden II,0.05,Ninja Gaiden II | X360,235,0.22,0.1,0.65,81.0,1.01,8.0
No Fate! Only the Power of Will,0.01,No Fate! Only the Power of Will | X360,1258,,,,,0.01,
No More Heroes: Heroes' Paradise,0.02,No More Heroes: Heroes' Paradise | X360,1206,,,,,0.02,
Nobunaga no Yabou: Tendou,,Nobunaga no Yabou: Tendou | X360,1568,,,,,,
NPPL Championship Paintball 2009,,NPPL Championship Paintball 2009 | X360,941,0.01,0.01,0.1,44.0,0.12,7.3
Oddworld: Abe's Oddysee New N' Tasty!,,Oddworld: Abe's Oddysee New N' Tasty! | X360,1569,,,,,,
Of Orcs and Men,,Of Orcs and Men | X360,1348,,,,64.0,,5.7
Off-Road Drive,,Off-Road Drive | X360,1571,,,,,,
Onechanbara Z: Kagura,0.03,Onechanbara Z: Kagura | X360,1194,,,,,0.03,
Onechanbara: Bikini Samurai Squad,,Onechanbara: Bikini Samurai Squad | X360,920,0.01,0.01,0.11,39.0,0.13,6.3
Open Season,,Open Season | X360,963,,0.01,0.1,59.0,0.11,7.3
Operation Darkness,,Operation Darkness | X360,1083,,0.01,0.07,46.0,0.07,7.0
Operation Flashpoint: Dragon Rising,0.02,Operation Flashpoint: Dragon Rising | X360,259,0.45,0.1,0.36,77.0,0.93,7.6
Operation Flashpoint: Red River,0.01,Operation Flashpoint: Red River | X360,638,0.14,0.03,0.1,69.0,0.28,5.9
Orc Attack: Flatulent Rebellion,,Orc Attack: Flatulent Rebellion | X360,1572,,,,38.0,,5.4
Ore no Yome: Anata Dake no Hanayome,0.02,Ore no Yome: Anata Dake no Hanayome | X360,1218,,,,,0.02,
Ori and the Blind Forest,,Ori and the Blind Forest | X360,1573,,,,,,
Otomedius Excellent,0.04,Otomedius Excellent | X360,809,,0.01,0.13,48.0,0.18,8.1
Otomedius Gorgeous,0.03,Otomedius Gorgeous | X360,1185,,,,,0.03,
Ougon Musou Kyoku X,,Ougon Musou Kyoku X | X360,1574,,,,,,
Outdoors Unlimited,,Outdoors Unlimited | X360,1575,,,,,,
Over G Fighters,,Over G Fighters | X360,738,0.01,0.02,0.19,49.0,0.22,6.2
Overlord,0.01,Overlord | X360,518,0.03,0.03,0.34,76.0,0.4,8.3
Overlord II,,Overlord II | X360,585,0.14,0.03,0.15,75.0,0.32,7.3
Overstrike,,Overstrike | X360,891,0.03,0.01,0.09,,0.14,
PAC-MAN and the Ghostly Adventures,,PAC-MAN and the Ghostly Adventures | X360,1061,0.03,0.01,0.04,,0.08,
Pac-Man and the Ghostly Adventures 2,,Pac-Man and the Ghostly Adventures 2 | X360,986,0.04,0.01,0.05,60.0,0.1,6.5
Painkiller: Hell & Damnation,,Painkiller: Hell & Damnation | X360,1235,0.01,,,53.0,0.02,6.7
Payday 2,,Payday 2 | X360,396,0.2,0.05,0.33,75.0,0.58,6.3
PDC World Championship Darts: Pro Tour,,PDC World Championship Darts: Pro Tour | X360,1223,0.02,,,,0.02,
Peggle 2,,Peggle 2 | X360,1578,,,,,,8.4
Perfect Dark Zero,0.03,Perfect Dark Zero | X360,316,0.02,0.06,0.66,81.0,0.77,7.3
Persona 4 Arena,0.03,Persona 4 Arena | X360,909,0.01,0.01,0.08,83.0,0.13,7.4
Persona 4 Arena Ultimax,,Persona 4 Arena Ultimax | X360,1032,0.01,0.01,0.07,85.0,0.09,7.3
PES 2009: Pro Evolution Soccer,0.03,PES 2009: Pro Evolution Soccer | X360,238,0.76,0.09,0.13,,1.0,
Peter Jackson's King Kong: The Official Game of the Movie,,Peter Jackson's King Kong: The Official Game of the Movie | X360,680,0.03,0.02,0.2,80.0,0.26,7.5
PGR3 - Project Gotham Racing 3,0.03,PGR3 - Project Gotham Racing 3 | X360,385,0.03,0.05,0.49,,0.6,
PGR4 - Project Gotham Racing 4,0.02,PGR4 - Project Gotham Racing 4 | X360,114,1.28,0.25,0.48,,2.04,
Phantasy Star Universe,,Phantasy Star Universe | X360,949,0.01,0.01,0.09,64.0,0.12,7.5
Phantom Breaker,0.02,Phantom Breaker | X360,1162,,,0.02,,0.04,
Phineas and Ferb: Quest for Cool Stuff,,Phineas and Ferb: Quest for Cool Stuff | X360,1580,,,,,,6.0
Pia Carrot e Youkoso!! 4: Natsu no Koikatsu,,Pia Carrot e Youkoso!! 4: Natsu no Koikatsu | X360,1581,,,,,,
Pictionary: Ultimate Edition,,Pictionary: Ultimate Edition | X360,712,0.05,0.02,0.16,53.0,0.24,
Pier Solar and the Great Architects,,Pier Solar and the Great Architects | X360,1582,,,,,,
Pimp My Ride,,Pimp My Ride | X360,973,0.01,0.01,0.1,38.0,0.11,3.8
Pinball Hall of Fame: The Williams Collection,,Pinball Hall of Fame: The Williams Collection | X360,946,,0.01,0.11,83.0,0.12,8.3
Pirates of the Caribbean: At World's End,,Pirates of the Caribbean: At World's End | X360,565,0.02,0.03,0.29,58.0,0.34,5.3
Planet 51,,Planet 51 | X360,975,0.03,0.01,0.07,53.0,0.11,
Plants vs Zombies: Garden Warfare,,Plants vs Zombies: Garden Warfare | X360,204,0.5,0.09,0.53,69.0,1.13,7.2
Plants vs. Zombies,,Plants vs. Zombies | X360,665,,0.02,0.24,89.0,0.27,8.2
Platinum Double Pack: Gears of War / Dead Rising,,Platinum Double Pack: Gears of War / Dead Rising | X360,1585,,,,,,
PocketBike Racer,,PocketBike Racer | X360,1586,,,,,,
PopCap Arcade Vol 1,,PopCap Arcade Vol 1 | X360,1159,,,0.04,,0.04,
PopCap Arcade Vol 2,,PopCap Arcade Vol 2 | X360,1178,,,0.03,67.0,0.03,
"PopCap Arcade: Rakushisa, Ippai, Action & Puzzle 7 Pack",,"PopCap Arcade: Rakushisa, Ippai, Action & Puzzle 7 Pack | X360",1587,,,,,,
PopCap Hits!,,PopCap Hits! | X360,1232,0.02,,,,0.02,
PopCap Hits! Vol 2,,PopCap Hits! Vol 2 | X360,1208,0.02,,,,0.02,
Port Royale 3,,Port Royale 3 | X360,1092,,0.01,0.06,,0.07,
Portal,,Portal | X360,1588,,,,,,
Portal 1 & 2 Pack,,Portal 1 & 2 Pack | X360,1589,,,,,,
Portal 2,0.01,Portal 2 | X360,109,0.49,0.17,1.41,95.0,2.08,8.7
Power Gig: Rise of the SixString,,Power Gig: Rise of the SixString | X360,945,,0.01,0.11,36.0,0.12,2.1
Power Rangers: Super Samurai,,Power Rangers: Super Samurai | X360,1591,,,,,,
PowerUp Heroes,,PowerUp Heroes | X360,612,0.09,0.03,0.18,61.0,0.3,7.5
Prey,,Prey | X360,590,0.03,0.02,0.27,79.0,0.32,7.4
Prey 2,,Prey 2 | X360,1592,,,,,,
Prince of Persia,0.02,Prince of Persia | X360,236,0.34,0.1,0.54,81.0,1.01,7.1
Prince of Persia (2008),,Prince of Persia (2008) | X360,1593,,,,,,
Prince of Persia: The Forgotten Sands,,Prince of Persia: The Forgotten Sands | X360,372,0.26,0.06,0.3,74.0,0.62,7.8
Prison Break: The Conspiracy,,Prison Break: The Conspiracy | X360,754,0.11,0.02,0.07,40.0,0.21,4.8
Pro Evolution Soccer 2008,0.04,Pro Evolution Soccer 2008 | X360,217,0.9,0.05,0.08,76.0,1.07,7.7
Pro Evolution Soccer 2010,0.03,Pro Evolution Soccer 2010 | X360,297,0.58,0.08,0.12,78.0,0.81,7.6
Pro Evolution Soccer 2011,,Pro Evolution Soccer 2011 | X360,378,0.44,0.07,0.09,79.0,0.61,5.9
Pro Evolution Soccer 2012,,Pro Evolution Soccer 2012 | X360,439,0.34,0.06,0.1,78.0,0.5,6.6
Pro Evolution Soccer 2013,,Pro Evolution Soccer 2013 | X360,611,0.2,0.03,0.08,82.0,0.3,6.9
Pro Evolution Soccer 2014,,Pro Evolution Soccer 2014 | X360,684,0.16,0.02,0.08,80.0,0.25,4.2
Pro Evolution Soccer 2015,,Pro Evolution Soccer 2015 | X360,882,0.08,0.01,0.05,,0.14,6.4
Pro Evolution Soccer 2016,,Pro Evolution Soccer 2016 | X360,922,0.05,0.01,0.07,,0.13,6.8
Pro Evolution Soccer 2017,,Pro Evolution Soccer 2017 | X360,980,0.05,0.01,0.05,,0.11,6.4
Pro Evolution Soccer 2018,,Pro Evolution Soccer 2018 | X360,1228,0.01,,0.01,,0.02,6.6
Pro Yakyuu Spirits 3,,Pro Yakyuu Spirits 3 | X360,1595,,,,,,
Project CARS,,Project CARS | X360,1596,,,,,,
Project Spark,,Project Spark | X360,1600,,,,,,
Project Sylpheed: Arc of Deception,0.02,Project Sylpheed: Arc of Deception | X360,867,0.01,0.01,0.12,64.0,0.15,8.7
Prototype 2,,Prototype 2 | X360,304,0.24,0.06,0.48,74.0,0.79,7.0
Proxy Blade Zero,,Proxy Blade Zero | X360,1601,,,,,,
Pure,,Pure | X360,86,0.84,0.25,1.38,85.0,2.47,7.6
Pure (JP sales),,Pure (JP sales) | X360,1336,,,,,,
Pure Futbol,,Pure Futbol | X360,804,0.08,0.02,0.08,38.0,0.18,7.9
Puss in Boots,,Puss in Boots | X360,719,0.02,0.02,0.2,,0.23,
Putty Squad,,Putty Squad | X360,1602,,,,,,
Quake 4,,Quake 4 | X360,538,0.02,0.03,0.32,75.0,0.37,6.8
Quantum Conundrum,,Quantum Conundrum | X360,1603,,,,76.0,,6.4
Quantum Theory,,Quantum Theory | X360,1035,0.02,0.01,0.06,37.0,0.09,3.8
Qubed,,Qubed | X360,1056,,0.01,0.07,,0.08,
R.B.I. Baseball 14,,R.B.I. Baseball 14 | X360,1604,,,,,,3.0
R.U.S.E.,,R.U.S.E. | X360,666,0.11,0.02,0.12,78.0,0.27,7.0
Rabbids Invasion: The Interactive TV Show,,Rabbids Invasion: The Interactive TV Show | X360,1347,,,,,,
Rabbids: Alive & Kicking,,Rabbids: Alive & Kicking | X360,622,0.11,0.03,0.15,,0.29,
Race Pro,,Race Pro | X360,819,0.09,0.02,0.06,72.0,0.17,7.0
Racedriver GRID & Colin McRae: DiRT Double Pack,,Racedriver GRID & Colin McRae: DiRT Double Pack | X360,1605,,,,,,
Radirgy Noa Massive,,Radirgy Noa Massive | X360,1606,,,,,,
Rage,0.03,Rage | X360,143,0.6,0.15,0.82,81.0,1.6,6.7
Raiden Fighters Aces,,Raiden Fighters Aces | X360,1030,0.03,0.01,0.06,73.0,0.09,7.6
Raiden IV,0.01,Raiden IV | X360,948,,0.01,0.1,63.0,0.12,8.0
Rango: The Video Game,,Rango: The Video Game | X360,914,0.06,0.01,0.06,,0.13,
Rapala Fishing Frenzy 2009,,Rapala Fishing Frenzy 2009 | X360,1147,,,0.04,41.0,0.05,7.2
Rapala for Kinect,,Rapala for Kinect | X360,1212,0.02,,,,0.02,
Rapala Pro Bass Fishing 2010,,Rapala Pro Bass Fishing 2010 | X360,519,0.05,0.03,0.32,,0.4,
Rapala Tournament Fishing!,,Rapala Tournament Fishing! | X360,1173,,,0.03,41.0,0.03,8.0
Ratatouille,,Ratatouille | X360,667,0.02,0.02,0.23,,0.27,
Raven Squad: Operation Hidden Dagger,,Raven Squad: Operation Hidden Dagger | X360,1020,0.01,0.01,0.08,38.0,0.09,3.5
Raven's Cry,,Raven's Cry | X360,1607,,,,,,
Rayman Legends,,Rayman Legends | X360,475,0.23,0.04,0.19,90.0,0.46,8.2
Rayman Origins,,Rayman Origins | X360,313,0.32,0.08,0.38,87.0,0.78,8.1
Rayman Raving Rabbids,,Rayman Raving Rabbids | X360,751,0.01,0.02,0.18,67.0,0.21,7.6
Record of Agarest War,0.01,Record of Agarest War | X360,771,,0.01,0.18,71.0,0.2,7.1
Record of Agarest War Zero,,Record of Agarest War Zero | X360,996,,0.01,0.09,,0.1,6.9
Red Dead Redemption,0.09,Red Dead Redemption | X360,18,2.01,0.59,3.73,95.0,6.42,9.0
Red Dead Redemption: Undead Nightmare,0.02,Red Dead Redemption: Undead Nightmare | X360,210,0.38,0.1,0.6,,1.1,7.4
Red Faction: Armageddon,0.01,Red Faction: Armageddon | X360,529,0.16,0.04,0.18,71.0,0.39,7.1
Red Faction: Guerrilla,0.01,Red Faction: Guerrilla | X360,282,0.29,0.09,0.48,85.0,0.87,8.0
Remember Me,,Remember Me | X360,788,0.06,0.02,0.11,70.0,0.19,7.5
Rescue Dove,,Rescue Dove | X360,1608,,,,,,
Resident Evil 4,,Resident Evil 4 | X360,1609,,,,,,
Resident Evil 5,0.12,Resident Evil 5 | X360,47,0.93,0.34,2.12,83.0,3.52,7.5
Resident Evil 5: Gold Edition,,Resident Evil 5: Gold Edition | X360,1320,,,,,,8.5
Resident Evil 6,0.07,Resident Evil 6 | X360,120,0.61,0.16,1.12,67.0,1.97,5.0
Resident Evil Zero,,Resident Evil Zero | X360,1610,,,,,,
Resident Evil: Operation Raccoon City,0.03,Resident Evil: Operation Raccoon City | X360,317,0.14,0.06,0.55,52.0,0.77,4.9
Resident Evil: Revelations,0.02,Resident Evil: Revelations | X360,677,0.1,0.02,0.12,75.0,0.26,7.5
Resident Evil: Revelations 2,,Resident Evil: Revelations 2 | X360,1037,0.02,0.01,0.06,,0.09,6.8
Resonance of Fate,0.06,Resonance of Fate | X360,575,0.13,0.03,0.12,74.0,0.33,7.7
Ride,,Ride | X360,1263,0.01,,,,0.01,
Ride to Hell,,Ride to Hell | X360,1122,0.01,0.01,0.04,,0.06,
Ridge Racer 6,0.07,Ridge Racer 6 | X360,772,0.02,0.01,0.1,74.0,0.2,7.4
Ridge Racer Unbounded,,Ridge Racer Unbounded | X360,961,0.05,0.01,0.05,71.0,0.11,7.6
Rio,,Rio | X360,1017,0.03,0.01,0.05,60.0,0.1,7.0
Rise of Nightmares,0.01,Rise of Nightmares | X360,471,0.13,0.04,0.28,54.0,0.47,7.9
Rise of the Argonauts,,Rise of the Argonauts | X360,826,0.12,0.01,0.03,54.0,0.17,7.4
Rise of the Guardians: The Video Game,,Rise of the Guardians: The Video Game | X360,1612,,,,,,
Rise of the Ravager,,Rise of the Ravager | X360,1613,,,,,,
Rise of the Tomb Raider,,Rise of the Tomb Raider | X360,543,0.12,0.03,0.21,,0.37,7.5
Risen,,Risen | X360,789,0.11,0.01,0.07,60.0,0.19,6.3
Risen 2: Dark Waters,,Risen 2: Dark Waters | X360,881,0.08,0.01,0.05,60.0,0.14,6.1
Risen 3: Titan Lords,,Risen 3: Titan Lords | X360,1101,0.04,,0.02,44.0,0.06,4.5
Robert Ludlum's The Bourne Conspiracy,,Robert Ludlum's The Bourne Conspiracy | X360,497,0.13,0.04,0.26,71.0,0.44,7.2
Robotics;Notes,0.02,Robotics;Notes | X360,1220,,,,,0.02,
Rock Band,,Rock Band | X360,87,0.33,0.21,1.93,92.0,2.47,8.2
Rock Band 2,,Rock Band 2 | X360,101,0.24,0.18,1.78,92.0,2.2,8.3
Rock Band 3,,Rock Band 3 | X360,274,0.09,0.06,0.73,93.0,0.88,8.3
Rock Band Country Track Pack,,Rock Band Country Track Pack | X360,720,,0.02,0.22,66.0,0.23,
Rock Band Country Track Pack 2,,Rock Band Country Track Pack 2 | X360,1137,,,0.04,,0.05,
Rock Band Track Pack Volume 2,,Rock Band Track Pack Volume 2 | X360,774,0.01,0.02,0.18,,0.2,
Rock Band Track Pack: Classic Rock,,Rock Band Track Pack: Classic Rock | X360,1087,,0.01,0.07,,0.07,
Rock Band: Metal Track Pack,,Rock Band: Metal Track Pack | X360,871,,0.01,0.14,,0.15,
Rock of the Dead,,Rock of the Dead | X360,1143,,,0.04,48.0,0.05,4.8
Rock Revolution,,Rock Revolution | X360,632,,0.02,0.26,38.0,0.29,5.1
Rocksmith,0.01,Rocksmith | X360,202,0.19,0.08,0.85,77.0,1.13,8.2
Rocksmith 2014,,Rocksmith 2014 | X360,248,0.16,0.1,0.72,,0.98,
Rockstar Games presents Table Tennis,,Rockstar Games presents Table Tennis | X360,326,0.38,0.08,0.28,81.0,0.75,7.8
Rogue Warrior,,Rogue Warrior | X360,979,0.01,0.01,0.09,28.0,0.11,2.8
Root Double: Before Crime After Days,0.01,Root Double: Before Crime After Days | X360,1260,,,,,0.01,
Rugby 15,,Rugby 15 | X360,1187,0.03,,,,0.03,
Rugby Challenge 2: The Lions Tour Edition,,Rugby Challenge 2: The Lions Tour Edition | X360,1615,,,,,,
Rugby Challenge 3,,Rugby Challenge 3 | X360,1141,0.04,,,,0.05,
Rugby League Live,,Rugby League Live | X360,1198,0.02,,,,0.03,
Rugby League Live 2,,Rugby League Live 2 | X360,1616,,,,,,6.2
Rugby League Live 3,,Rugby League Live 3 | X360,1177,0.03,,,,0.03,7.0
Rugby World Cup 2011,,Rugby World Cup 2011 | X360,644,0.21,0.04,0.03,55.0,0.28,3.9
Rugby World Cup 2015,,Rugby World Cup 2015 | X360,1181,0.03,,,,0.03,8.0
Rumble Roses XX,0.04,Rumble Roses XX | X360,908,0.01,0.01,0.07,62.0,0.13,6.5
Sacred 2: Fallen Angel,0.04,Sacred 2: Fallen Angel | X360,421,0.16,0.05,0.29,71.0,0.54,7.3
Sacred 3,,Sacred 3 | X360,1131,0.02,,0.03,51.0,0.05,4.1
Sacrilegium,,Sacrilegium | X360,1618,,,,,,
Saints Row,0.02,Saints Row | X360,104,0.77,0.22,1.17,81.0,2.18,7.5
Saints Row 2,0.02,Saints Row 2 | X360,56,0.79,0.28,1.97,81.0,3.07,8.1
Saints Row Double Pack,,Saints Row Double Pack | X360,1619,,,,,,
Saints Row IV,0.01,Saints Row IV | X360,134,0.51,0.15,1.01,81.0,1.69,6.5
Saints Row: Gat out of Hell,,Saints Row: Gat out of Hell | X360,1620,,,,,,
Saints Row: The Third,0.07,Saints Row: The Third | X360,69,1.14,0.3,1.26,84.0,2.77,7.6
Samurai Shodown Sen,,Samurai Shodown Sen | X360,1057,0.01,0.01,0.07,46.0,0.08,5.2
Samurai Warriors 2,,Samurai Warriors 2 | X360,1069,0.01,0.01,0.07,52.0,0.08,8.7
Samurai Warriors 2: Empires,0.01,Samurai Warriors 2: Empires | X360,1161,,,0.03,,0.04,
Sanctum 2,,Sanctum 2 | X360,1621,,,,77.0,,4.9
SAW,,SAW | X360,636,0.12,0.03,0.13,,0.28,
Saw II: Flesh & Blood,,Saw II: Flesh & Blood | X360,859,0.04,0.01,0.1,47.0,0.15,5.1
SBK 2011: FIM Superbike World Championship,,SBK 2011: FIM Superbike World Championship | X360,1108,0.05,0.01,,,0.06,
SBK Superbike World Championship,,SBK Superbike World Championship | X360,749,0.14,0.01,0.06,63.0,0.21,8.0
SBK X: Superbike World Championship,,SBK X: Superbike World Championship | X360,792,0.07,0.02,0.1,74.0,0.19,8.3
SBK09 Superbike World Championship,,SBK09 Superbike World Championship | X360,1308,0.01,,,,0.01,
Scene It? Box Office Smash,,Scene It? Box Office Smash | X360,358,0.25,0.07,0.33,76.0,0.65,7.4
Scene It? Bright Lights! Big Screen!,,Scene It? Bright Lights! Big Screen! | X360,895,,0.01,0.12,56.0,0.14,5.6
Scene It? Lights Camera Action,,Scene It? Lights Camera Action | X360,459,0.01,0.04,0.43,,0.48,
SCORE International Baja 1000: The Official Game,,SCORE International Baja 1000: The Official Game | X360,928,0.01,0.01,0.11,,0.12,
ScreamRide,,ScreamRide | X360,1330,,,,,,3.5
Secret Service,,Secret Service | X360,1138,,,0.04,,0.05,5.4
Section 8,,Section 8 | X360,668,0.09,0.02,0.15,69.0,0.27,7.3
Section 8: Prejudice,,Section 8: Prejudice | X360,1626,,,,76.0,,7.7
SEGA Rally Online Arcade,,SEGA Rally Online Arcade | X360,1627,,,,70.0,,6.1
Sega Rally Revo,,Sega Rally Revo | X360,484,0.28,0.05,0.12,77.0,0.45,7.2
Sega Superstars Tennis,,Sega Superstars Tennis | X360,65,0.86,0.28,1.75,67.0,2.89,6.7
Self-Defense Training Camp,,Self-Defense Training Camp | X360,950,0.03,0.01,0.08,21.0,0.12,5.0
Sengoku Hime 2: Yoin no Otome Fuunijyozu,,Sengoku Hime 2: Yoin no Otome Fuunijyozu | X360,1628,,,,,,
Sengoku Musou 2 with Moushouden,,Sengoku Musou 2 with Moushouden | X360,1629,,,,,,
Senko no Ronde DUO,0.03,Senko no Ronde DUO | X360,1189,,,,,0.03,
Serious Sam HD: Gold Edition,,Serious Sam HD: Gold Edition | X360,1215,0.02,,,,0.02,
Sesame Street: Once Upon A Monster,,Sesame Street: Once Upon A Monster | X360,424,0.09,0.04,0.39,,0.52,
Shadowrun,,Shadowrun | X360,468,0.02,0.04,0.41,66.0,0.47,7.5
